Order ID,Customer ID,Customer Name,Region,State or Province,City,Postal Code,Customer Segment,Order Priority,Ship Mode,Product Category,Product Sub-Category,Product Container,Product Name,Order Date,Ship Date,Discount,Unit Price,Discount Amount,Discount Price,Shipping Cost,Quantity
88220,2049,Kenneth Pollock,South,Virginia,Harrisonburg,22801,Corporate,High,Regular Air,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 326,12/21/2010,12/24/2010,0.09,1.76,0.16,1.60,0.7,13
88227,2049,Kenneth Pollock,South,Virginia,Harrisonburg,22801,Corporate,High,Regular Air,Furniture,Office Furnishings,Small Box,"Staples 10"" Round Wall Clock",9/2/2012,9/3/2012,0.1,9.74,0.97,8.77,5.71,20
88228,2050,Barbara Whitfield,South,Virginia,Lynchburg,24501,Consumer,Low,Regular Air,Office Supplies,Paper,Wrap Bag,"Wirebound Message Book, 4 per Page",9/6/2012,9/10/2012,0,5.43,0.00,5.43,0.95,5
88228,2050,Barbara Whitfield,South,Virginia,Lynchburg,24501,Consumer,Low,Express Air,Office Supplies,Rubber Bands,Wrap Bag,Staples Paper Clips,9/6/2012,9/6/2012,0.07,2.47,0.17,2.30,1.02,22
88231,2050,Barbara Whitfield,South,Virginia,Lynchburg,24501,Corporate,High,Regular Air,Furniture,Office Furnishings,Wrap Bag,Ultra Commercial Grade Dual Valve Door Closer,12/20/2013,12/21/2013,0.01,39.89,0.40,39.49,3.04,14
88231,2050,Barbara Whitfield,South,Virginia,Lynchburg,24501,Corporate,High,Regular Air,Office Supplies,Storage & Organization,Large Box,Tennsco Regal Shelving Units,12/20/2013,12/22/2013,0.07,101.41,7.10,94.31,35,21
87234,2052,Francis Kendall,West,New Mexico,Albuquerque,87105,Home Office,Not Specified,Regular Air,Technology,Computer Peripherals,Small Pack,"Memorex 4.7GB DVD-RAM, 3/Pack",8/19/2010,8/21/2010,0.07,31.78,2.22,29.56,1.99,13
87234,2052,Francis Kendall,West,New Mexico,Albuquerque,87105,Home Office,Not Specified,Regular Air,Office Supplies,Envelopes,Small Box,Wausau Papers Astrobrights® Colored Envelopes,8/19/2010,8/20/2010,0,5.98,0.00,5.98,2.5,5
87234,2052,Francis Kendall,West,New Mexico,Albuquerque,87105,Home Office,Not Specified,Express Air,Technology,Telephones and Communication,Small Box,Accessory35,8/19/2010,8/20/2010,0.1,35.99,3.60,32.39,1.1,19
87235,2052,Francis Kendall,West,New Mexico,Albuquerque,87105,Home Office,High,Regular Air,Office Supplies,Binders and Binder Accessories,Small Box,Vinyl Sectional Post Binders,7/4/2011,7/6/2011,0.1,37.7,3.77,33.93,2.99,12
87238,2052,Francis Kendall,West,New Mexico,Albuquerque,87105,Home Office,Critical,Regular Air,Furniture,Office Furnishings,Small Pack,Magna Visual Magnetic Picture Hangers,10/21/2013,10/23/2013,0,4.82,0.00,4.82,5.72,18
87236,2053,Kim Byrd,West,New Mexico,Carlsbad,88220,Home Office,Medium,Regular Air,Technology,Computer Peripherals,Small Pack,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",9/5/2011,9/7/2011,0.01,4.89,0.05,4.84,4.93,12
87237,2053,Kim Byrd,West,New Mexico,Carlsbad,88220,Home Office,Medium,Regular Air,Office Supplies,Paper,Wrap Bag,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",12/18/2012,12/18/2012,0.04,9.27,0.37,8.90,4.39,7
87237,2053,Kim Byrd,West,New Mexico,Carlsbad,88220,Home Office,Medium,Regular Air,Technology,Telephones and Communication,Small Box,R280,12/18/2012,12/19/2012,0.01,155.99,1.56,154.43,8.99,21
87239,2053,Kim Byrd,West,New Mexico,Carlsbad,88220,Home Office,High,Regular Air,Office Supplies,Binders and Binder Accessories,Small Box,Avery Binder Labels,11/15/2013,11/16/2013,0,3.89,0.00,3.89,7.01,3
87239,2053,Kim Byrd,West,New Mexico,Carlsbad,88220,Home Office,High,Regular Air,Furniture,Office Furnishings,Large Box,Luxo Adjustable Task Clamp Lamp,11/15/2013,11/16/2013,0.01,88.84,0.89,87.95,20.79,6
87239,2053,Kim Byrd,West,New Mexico,Carlsbad,88220,Home Office,High,Regular Air,Technology,Telephones and Communication,Small Box,2160,11/15/2013,11/16/2013,0.02,115.99,2.32,113.67,5.99,9
91463,2055,Tom Hahn,West,Montana,Butte,59750,Home Office,Medium,Express Air,Office Supplies,Paper,Small Box,Xerox 194,4/20/2012,4/21/2012,0.03,55.48,1.66,53.82,14.3,7
91464,2055,Tom Hahn,West,Montana,Butte,59750,Home Office,Critical,Regular Air,Furniture,Office Furnishings,Wrap Bag,"Master Caster Door Stop, Large Neon Orange",5/21/2013,5/21/2013,0.03,7.28,0.22,7.06,7.98,15
91465,2056,Rita Wagner,West,Montana,Great Falls,59405,Home Office,Critical,Delivery Truck,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,12/8/2013,12/9/2013,0.09,280.98,25.29,255.69,57,3
91465,2056,Rita Wagner,West,Montana,Great Falls,59405,Home Office,Critical,Regular Air,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Fiskars® Softgrip Scissors,12/8/2013,12/8/2013,0.03,10.98,0.33,10.65,3.37,15
88040,2058,Louise Webster Sharma,South,North Carolina,Hickory,28601,Corporate,Medium,Regular Air,Office Supplies,Paper,Small Box,Xerox 1983,8/13/2010,8/15/2010,0.07,5.98,0.42,5.56,5.46,5
88042,2058,Louise Webster Sharma,South,North Carolina,Hickory,28601,Corporate,Medium,Regular Air,Office Supplies,Envelopes,Small Box,Grip Seal Envelopes,12/20/2011,12/21/2011,0.04,4.42,0.18,4.24,4.99,3
88043,2058,Louise Webster Sharma,South,North Carolina,Hickory,28601,Corporate,Not Specified,Regular Air,Technology,Computer Peripherals,Small Box,Keytronic French Keyboard,6/23/2012,6/24/2012,0.04,73.98,2.96,71.02,14.52,4
88046,2058,Louise Webster Sharma,South,North Carolina,Hickory,28601,Corporate,Critical,Regular Air,Technology,Computer Peripherals,Small Box,Adesso Programmable 142-Key Keyboard,9/24/2013,9/25/2013,0.03,152.48,4.57,147.91,6.5,23
88046,2058,Louise Webster Sharma,South,North Carolina,Hickory,28601,Corporate,Critical,Regular Air,Office Supplies,Labels,Small Box,Avery 494,9/24/2013,9/25/2013,0.1,2.61,0.26,2.35,0.5,2
88047,2058,Louise Webster Sharma,South,North Carolina,Hickory,28601,Corporate,Medium,Regular Air,Technology,Computer Peripherals,Small Pack,"Maxell Pro 80 Minute CD-R, 10/Pack",11/5/2013,11/7/2013,0.06,17.48,1.05,16.43,1.99,7
88039,2059,Nathan Newton,South,North Carolina,High Point,27260,Corporate,Not Specified,Regular Air,Technology,Computer Peripherals,Small Pack,"Memorex 4.7GB DVD+RW, 3/Pack",7/17/2010,7/18/2010,0.09,28.48,2.56,25.92,1.99,13
88041,2059,Nathan Newton,South,North Carolina,High Point,27260,Corporate,Critical,Regular Air,Office Supplies,Pens & Art Supplies,Wrap Bag,Lumber Crayons,9/27/2010,9/28/2010,0.1,9.85,0.98,8.87,4.82,12
88041,2059,Nathan Newton,South,North Carolina,High Point,27260,Corporate,Critical,Regular Air,Technology,Telephones and Communication,Small Box,Timeport L7089,9/27/2010,9/28/2010,0.04,125.99,5.04,120.95,7.69,9
88044,2059,Nathan Newton,South,North Carolina,High Point,27260,Corporate,Not Specified,Regular Air,Office Supplies,Paper,Small Box,Xerox 1977,12/10/2012,12/10/2012,0.01,6.68,0.07,6.61,5.2,3
88045,2059,Nathan Newton,South,North Carolina,High Point,27260,Corporate,Medium,Regular Air,Technology,Computer Peripherals,Small Pack,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",5/23/2013,5/25/2013,0.08,40.98,3.28,37.70,1.99,9
87146,2061,Marianne Carey,Central,Nebraska,North Platte,69101,Corporate,Medium,Delivery Truck,Furniture,Bookcases,Jumbo Box,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",1/29/2010,1/31/2010,0.02,240.98,4.82,236.16,60.2,1
87149,2061,Marianne Carey,Central,Nebraska,North Platte,69101,Corporate,Medium,Regular Air,Furniture,Office Furnishings,Small Box,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",3/2/2011,3/4/2011,0.1,9.65,0.97,8.69,6.22,8
87149,2061,Marianne Carey,Central,Nebraska,North Platte,69101,Corporate,Medium,Regular Air,Office Supplies,Paper,Small Box,Xerox 1922,3/2/2011,3/3/2011,0.04,4.98,0.20,4.78,7.44,9
87152,2061,Marianne Carey,Central,Nebraska,North Platte,69101,Corporate,Low,Regular Air,Furniture,Office Furnishings,Small Pack,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",7/23/2011,7/30/2011,0.1,22.23,2.22,20.01,8.99,14
87152,2061,Marianne Carey,Central,Nebraska,North Platte,69101,Corporate,Low,Regular Air,Technology,Telephones and Communication,Small Box,Talkabout T8097,7/23/2011,7/30/2011,0.01,205.99,2.06,203.93,8.99,11
87146,2062,Alfred Singh,South,Virginia,Mechanicsville,23111,Corporate,Medium,Regular Air,Office Supplies,Binders and Binder Accessories,Small Box,GBC DocuBind 200 Manual Binding Machine,1/29/2010,2/1/2010,0.02,420.98,8.42,412.56,19.99,10
87148,2062,Alfred Singh,South,Virginia,Mechanicsville,23111,Corporate,Low,Delivery Truck,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,12/26/2010,12/30/2010,0.04,291.73,11.67,280.06,48.8,22
87153,2062,Alfred Singh,South,Virginia,Mechanicsville,23111,Corporate,Medium,Delivery Truck,Technology,Office Machines,Jumbo Drum,Okidata ML591 Wide Format Dot Matrix Printer,10/20/2011,10/22/2011,0.05,810.98,40.55,770.43,16.06,16
87154,2062,Alfred Singh,South,Virginia,Mechanicsville,23111,Corporate,Low,Regular Air,Office Supplies,Envelopes,Small Box,Staples Standard Envelopes,5/2/2012,5/6/2012,0.05,5.68,0.28,5.40,1.39,3
87154,2062,Alfred Singh,South,Virginia,Mechanicsville,23111,Corporate,Low,Regular Air,Office Supplies,Storage & Organization,Small Box,Portable Personal File Box,5/2/2012,5/7/2012,0.09,12.21,1.10,11.11,4.81,5
87157,2062,Alfred Singh,South,Virginia,Mechanicsville,23111,Corporate,Low,Regular Air,Office Supplies,Appliances,Large Box,Euro Pro Shark Stick Mini Vacuum,11/26/2012,11/26/2012,0.08,60.98,4.88,56.10,49,22
87158,2062,Alfred Singh,South,Virginia,Mechanicsville,23111,Corporate,Not Specified,Regular Air,Furniture,Office Furnishings,Wrap Bag,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",7/2/2013,7/3/2013,0,70.71,0.00,70.71,37.58,15
87158,2062,Alfred Singh,South,Virginia,Mechanicsville,23111,Corporate,Not Specified,Express Air,Technology,Telephones and Communication,Small Box,V 3600 Series,7/2/2013,7/4/2013,0.07,65.99,4.62,61.37,8.99,6
87147,2063,Todd D Norris,South,Virginia,Newport News,23602,Corporate,Low,Regular Air,Technology,Computer Peripherals,Small Box,Gyration Ultra Professional Cordless Optical Suite,5/8/2010,5/8/2010,0.06,300.97,18.06,282.91,7.18,1
87150,2063,Todd D Norris,South,Virginia,Newport News,23602,Corporate,High,Regular Air,Office Supplies,Appliances,Small Box,Eureka The Boss® Cordless Rechargeable Stick Vac,5/2/2011,5/3/2011,0.03,50.98,1.53,49.45,13.66,11
87151,2063,Todd D Norris,South,Virginia,Newport News,23602,Corporate,High,Regular Air,Technology,Computer Peripherals,Small Pack,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",6/20/2011,6/20/2011,0.08,8.46,0.68,7.78,3.62,12
87155,2063,Todd D Norris,South,Virginia,Newport News,23602,Corporate,Medium,Regular Air,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Presentation Index for Binding Systems,6/1/2012,6/3/2012,0.01,3.98,0.04,3.94,5.26,21
87155,2063,Todd D Norris,South,Virginia,Newport News,23602,Corporate,Medium,Regular Air,Office Supplies,Labels,Small Box,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",6/1/2012,6/3/2012,0.03,98.31,2.95,95.36,0.49,10
87156,2063,Todd D Norris,South,Virginia,Newport News,23602,Corporate,Medium,Regular Air,Technology,Computer Peripherals,Small Pack,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",7/28/2012,7/29/2012,0.03,4.98,0.15,4.83,4.62,15
87159,2063,Todd D Norris,South,Virginia,Newport News,23602,Corporate,Low,Regular Air,Furniture,Office Furnishings,Small Box,"DAX Copper Panel Document Frame, 5 x 7 Size",11/17/2013,11/22/2013,0.07,12.58,0.88,11.70,5.16,21
85838,2065,Shannon McPherson,South,North Carolina,High Point,27260,Corporate,High,Regular Air,Technology,Computer Peripherals,Small Pack,"Imation 3.5 IBM Diskettes, 10/Box",7/15/2012,7/16/2012,0.04,8.46,0.34,8.12,8.99,5
85833,2066,Claudia Webb,South,North Carolina,Indian Trail,28079,Home Office,Medium,Regular Air,Office Supplies,Storage & Organization,Small Box,"Iris® 3-Drawer Stacking Bin, Black",3/26/2010,3/27/2010,0.09,20.89,1.88,19.01,11.52,7
85834,2066,Claudia Webb,South,North Carolina,Indian Trail,28079,Home Office,Critical,Express Air,Technology,Telephones and Communication,Medium Box,1726 Digital Answering Machine,3/31/2010,4/1/2010,0.09,20.99,1.89,19.10,4.81,2
85835,2066,Claudia Webb,South,North Carolina,Indian Trail,28079,Corporate,Low,Regular Air,Office Supplies,Binders and Binder Accessories,Small Box,Storex DuraTech Recycled Plastic Frosted Binders,10/19/2010,10/23/2010,0.1,4.24,0.42,3.82,5.41,8
85840,2066,Claudia Webb,South,North Carolina,Indian Trail,28079,Home Office,Not Specified,Express Air,Technology,Computer Peripherals,Small Pack,"Imation 3.5 IBM Formatted Diskettes, 10/Box",10/12/2012,10/13/2012,0.05,8.32,0.42,7.90,2.38,16
85841,2066,Claudia Webb,South,North Carolina,Indian Trail,28079,Home Office,Medium,Delivery Truck,Office Supplies,Appliances,Jumbo Drum,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",3/26/2013,3/28/2013,0.05,68.81,3.44,65.37,60,2
85842,2066,Claudia Webb,South,North Carolina,Indian Trail,28079,Corporate,Critical,Regular Air,Technology,Telephones and Communication,Small Box,LX 677,4/11/2013,4/13/2013,0.01,110.99,1.11,109.88,8.99,9
85843,2066,Claudia Webb,South,North Carolina,Indian Trail,28079,Corporate,Low,Regular Air,Office Supplies,Appliances,Large Box,Hoover Portapower™ Portable Vacuum,10/19/2013,10/23/2013,0.05,4.48,0.22,4.26,49,2
85836,2067,Theresa Desai,West,Washington,Elk Plain,98387,Corporate,Not Specified,Regular Air,Furniture,Office Furnishings,Small Box,"Eldon® Expressions™ Wood and Plastic Desk Accessories, Oak",3/9/2011,3/11/2011,0.04,9.98,0.40,9.58,12.52,6
85836,2067,Theresa Desai,West,Washington,Elk Plain,98387,Corporate,Not Specified,Regular Air,Technology,Telephones and Communication,Small Box,LX 788,3/9/2011,3/12/2011,0.02,155.99,3.12,152.87,8.99,4
85837,2067,Theresa Desai,West,Washington,Elk Plain,98387,Corporate,Not Specified,Express Air,Furniture,Office Furnishings,Large Box,Luxo Professional Combination Clamp-On Lamps,4/20/2011,4/22/2011,0.09,102.3,9.21,93.09,21.26,5
85838,2067,Theresa Desai,West,Washington,Elk Plain,98387,Corporate,High,Regular Air,Furniture,Office Furnishings,Medium Box,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",7/15/2012,7/17/2012,0.07,107.53,7.53,100.00,5.81,9
85838,2067,Theresa Desai,West,Washington,Elk Plain,98387,Corporate,High,Delivery Truck,Furniture,Tables,Jumbo Box,KI Conference Tables,7/15/2012,7/16/2012,0.09,70.89,6.38,64.51,89.3,8
85838,2067,Theresa Desai,West,Washington,Elk Plain,98387,Corporate,High,Regular Air,Technology,Telephones and Communication,Medium Box,Bell Sonecor JB700 Caller ID,7/15/2012,7/17/2012,0.04,7.99,0.32,7.67,5.03,8
85839,2067,Theresa Desai,West,Washington,Elk Plain,98387,Corporate,Critical,Regular Air,Technology,Telephones and Communication,Small Box,T60,9/4/2012,9/6/2012,0.09,95.99,8.64,87.35,4.9,18
88554,2069,Elsie Boykin,South,Kentucky,Fort Thomas,41075,Consumer,Medium,Regular Air,Technology,Computer Peripherals,Small Box,Targus USB Numeric Keypad,1/12/2010,1/14/2010,0.1,40.98,4.10,36.88,6.5,3
88559,2069,Elsie Boykin,South,Kentucky,Fort Thomas,41075,Corporate,Low,Express Air,Office Supplies,Paper,Small Box,Xerox 1926,5/4/2011,5/8/2011,0.04,4.98,0.20,4.78,7.28,15
88560,2069,Elsie Boykin,South,Kentucky,Fort Thomas,41075,Consumer,Medium,Regular Air,Technology,Computer Peripherals,Small Pack,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",11/24/2011,11/26/2011,0,45.19,0.00,45.19,1.99,43
88565,2069,Elsie Boykin,South,Kentucky,Fort Thomas,41075,Corporate,Medium,Regular Air,Office Supplies,Paper,Small Box,Xerox 23,10/7/2013,10/7/2013,0.04,6.48,0.26,6.22,5.14,23
88567,2069,Elsie Boykin,South,Kentucky,Fort Thomas,41075,Consumer,Medium,Regular Air,Technology,Computer Peripherals,Small Pack,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",11/24/2013,11/26/2013,0.03,45.19,1.36,43.83,1.99,21
88558,2070,Kelly Collins,Central,Michigan,Eastpointe,48021,Corporate,Low,Regular Air,Technology,Telephones and Communication,Wrap Bag,Accessory41,11/16/2010,11/20/2010,0.07,35.99,2.52,33.47,5.99,5
88561,2070,Kelly Collins,Central,Michigan,Eastpointe,48021,Consumer,Medium,Regular Air,Office Supplies,Envelopes,Small Box,Staples Brown Kraft Recycled Clasp Envelopes,3/24/2012,3/26/2012,0.01,5.58,0.06,5.52,5.3,13
88555,2071,Victor Cherry,Central,Michigan,Farmington Hills,48336,Corporate,Not Specified,Regular Air,Technology,Computer Peripherals,Small Pack,Imation 5.2GB DVD-RAM,8/1/2010,8/1/2010,0.03,60.98,1.83,59.15,1.99,23
88555,2071,Victor Cherry,Central,Michigan,Farmington Hills,48336,Corporate,Not Specified,Regular Air,Office Supplies,Labels,Small Box,Avery 481,8/1/2010,8/2/2010,0.04,3.08,0.12,2.96,0.99,11
88558,2071,Victor Cherry,Central,Michigan,Farmington Hills,48336,Corporate,Low,Express Air,Technology,Telephones and Communication,Small Box,i500plus,11/16/2010,11/23/2010,0.08,65.99,5.28,60.71,5.92,20
88555,2072,Malcolm S Lanier,Central,Michigan,Flint,48505,Corporate,Not Specified,Regular Air,Office Supplies,Paper,Wrap Bag,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",8/1/2010,8/3/2010,0,10.31,0.00,10.31,1.79,23
88556,2072,Malcolm S Lanier,Central,Michigan,Flint,48505,Corporate,High,Delivery Truck,Furniture,Bookcases,Jumbo Box,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",8/11/2010,8/13/2010,0.09,260.98,23.49,237.49,41.91,14
88556,2072,Malcolm S Lanier,Central,Michigan,Flint,48505,Corporate,High,Regular Air,Furniture,Office Furnishings,Small Pack,Ultra Door Pull Handle,8/11/2010,8/13/2010,0.01,10.52,0.11,10.41,7.94,11
88556,2072,Malcolm S Lanier,Central,Michigan,Flint,48505,Corporate,High,Express Air,Office Supplies,Paper,Small Box,Xerox 1920,8/11/2010,8/13/2010,0.02,5.98,0.12,5.86,7.5,14
88563,2072,Malcolm S Lanier,Central,Michigan,Flint,48505,Corporate,Critical,Regular Air,Furniture,Office Furnishings,Small Pack,"GE 4 Foot Flourescent Tube, 40 Watt",6/16/2013,6/18/2013,0.04,14.98,0.60,14.38,8.99,2
88557,2073,Evan Kelley,Central,Michigan,Garden City,48135,Consumer,Not Specified,Delivery Truck,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,10/7/2010,10/9/2010,0.05,291.73,14.59,277.14,48.8,6
88562,2073,Evan Kelley,Central,Michigan,Garden City,48135,Corporate,Not Specified,Regular Air,Technology,Office Machines,Medium Box,Sharp EL500L Fraction Calculator,3/23/2013,3/25/2013,0,13.99,0.00,13.99,7.51,9
88564,2073,Evan Kelley,Central,Michigan,Garden City,48135,Consumer,Low,Express Air,Office Supplies,Binders and Binder Accessories,Small Box,Avery Non-Stick Binders,8/26/2013,9/2/2013,0.03,4.49,0.13,4.36,1.49,22
88565,2073,Evan Kelley,Central,Michigan,Garden City,48135,Consumer,Not Specified,Regular Air,Office Supplies,Binders and Binder Accessories,Small Box,GBC VeloBinder Strips,10/7/2013,10/9/2013,0.09,7.68,0.69,6.99,6.16,19
88565,2073,Evan Kelley,Central,Michigan,Garden City,48135,Consumer,Not Specified,Regular Air,Office Supplies,Paper,Small Box,Xerox Blank Computer Paper,10/7/2013,10/9/2013,0.04,19.98,0.80,19.18,5.77,25
88566,2073,Evan Kelley,Central,Michigan,Garden City,48135,Consumer,Not Specified,Regular Air,Office Supplies,Labels,Small Box,Avery 510,11/7/2013,11/8/2013,0.01,3.75,0.04,3.71,0.5,5
87575,2075,Ronald Park,Central,Missouri,Columbia,65203,Corporate,Medium,Regular Air,Office Supplies,Rubber Bands,Wrap Bag,"Brites Rubber Bands, 1 1/2 oz. Box",2/21/2011,2/22/2011,0.1,1.98,0.20,1.78,0.7,10
87576,2075,Ronald Park,Central,Missouri,Columbia,65203,Corporate,High,Regular Air,Office Supplies,Binders and Binder Accessories,Small Box,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",7/25/2012,7/27/2012,0.05,7.45,0.37,7.08,6.28,5
87577,2075,Ronald Park,Central,Missouri,Columbia,65203,Corporate,Not Specified,Regular Air,Office Supplies,Binders and Binder Accessories,Small Box,GBC VeloBinder Strips,8/3/2013,8/4/2013,0.07,7.68,0.54,7.14,6.16,19
87578,2075,Ronald Park,Central,Missouri,Columbia,65203,Corporate,Medium,Regular Air,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 314,8/14/2013,8/16/2013,0.05,5.58,0.28,5.30,0.7,5
86095,2077,Lee Perkins,East,Maine,Auburn,4210,Home Office,Critical,Regular Air,Office Supplies,Paper,Small Box,Xerox 1984,12/28/2011,12/30/2011,0,6.48,0.00,6.48,8.74,10
86095,2078,Ray Horne,East,Maine,Brunswick,4011,Home Office,Critical,Delivery Truck,Office Supplies,Storage & Organization,Jumbo Drum,"Tennsco Lockers, Gray",12/28/2011,12/29/2011,0,20.98,0.00,20.98,53.03,3
86097,2079,Martin Henson,East,Maine,West Scarborough,4070,Home Office,Critical,Regular Air,Office Supplies,Envelopes,Small Box,"Peel & Seel® Recycled Catalog Envelopes, Brown",12/22/2012,12/23/2012,0.06,11.58,0.69,10.89,5.72,13
86095,2080,Karl Nichols,East,New Hampshire,Hudson,3051,Home Office,Critical,Regular Air,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones® Four-Pocket Poly Binders,12/28/2011,12/30/2011,0.02,6.54,0.13,6.41,5.27,15
86092,2081,Matthew Conway,East,New York,Ithaca,14853,Corporate,Low,Regular Air,Office Supplies,Rubber Bands,Wrap Bag,Binder Clips by OIC,7/3/2010,7/5/2010,0.09,1.48,0.13,1.35,0.7,6
86096,2081,Matthew Conway,East,New York,Ithaca,14853,Corporate,Low,Regular Air,Office Supplies,Paper,Small Box,Xerox 1922,12/17/2012,12/26/2012,0.01,4.98,0.05,4.93,7.44,2
86096,2081,Matthew Conway,East,New York,Ithaca,14853,Corporate,Low,Express Air,Technology,Telephones and Communication,Small Box,StarTAC Series,12/17/2012,12/17/2012,0.01,65.99,0.66,65.33,3.9,4
86098,2081,Matthew Conway,East,New York,Ithaca,14853,Corporate,Low,Regular Air,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 326,4/27/2013,5/2/2013,0.06,1.76,0.11,1.65,0.7,9
86100,2081,Matthew Conway,East,New York,Ithaca,14853,Home Office,Low,Regular Air,Office Supplies,Labels,Small Box,Avery 508,10/18/2013,10/25/2013,0.1,4.91,0.49,4.42,0.5,10
86100,2081,Matthew Conway,East,New York,Ithaca,14853,Corporate,Not Specified,Delivery Truck,Furniture,Bookcases,Jumbo Box,Hon 4-Shelf Metal Bookcases,10/18/2013,10/19/2013,0,100.98,0.00,100.98,26.22,10
86093,2082,Kathryn Jenkins,East,Ohio,Hudson,44236,Home Office,Low,Regular Air,Furniture,Office Furnishings,Medium Box,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",3/25/2011,4/1/2011,0.05,110.98,5.55,105.43,13.99,4
86093,2082,Kathryn Jenkins,East,Ohio,Hudson,44236,Home Office,Low,Regular Air,Office Supplies,Pens & Art Supplies,Wrap Bag,SANFORD Liquid Accent™ Tank-Style Highlighters,3/25/2011,3/29/2011,0.1,2.84,0.28,2.56,0.93,12
86093,2082,Kathryn Jenkins,East,Ohio,Hudson,44236,Home Office,Low,Regular Air,Technology,Telephones and Communication,Small Box,5180,3/25/2011,3/27/2011,0.08,65.99,5.28,60.71,8.99,8
86094,2082,Kathryn Jenkins,East,Ohio,Hudson,44236,Home Office,High,Delivery Truck,Furniture,Chairs & Chairmats,Jumbo Drum,Global Troy™ Executive Leather Low-Back Tilter,9/24/2011,9/26/2011,0.05,500.98,25.05,475.93,26,18
86097,2082,Kathryn Jenkins,East,Ohio,Hudson,44236,Home Office,Critical,Delivery Truck,Furniture,Tables,Jumbo Box,"Bevis Round Conference Table Top, X-Base",12/22/2012,12/24/2012,0.07,179.29,12.55,166.74,29.21,24
86099,2082,Kathryn Jenkins,East,Ohio,Hudson,44236,Corporate,Critical,Regular Air,Furniture,Office Furnishings,Large Box,Luxo Economy Swing Arm Lamp,8/5/2013,8/7/2013,0.1,19.94,1.99,17.95,14.87,21
89383,2084,Marc Shapiro,South,Arkansas,Rogers,72756,Small Business,Critical,Regular Air,Furniture,Office Furnishings,Medium Box,"Deflect-o EconoMat Nonstudded, No Bevel Mat",7/19/2012,7/21/2012,0,51.65,0.00,51.65,18.45,3
89382,2085,Arlene Grimes,South,Arkansas,Russellville,72801,Small Business,Not Specified,Delivery Truck,Furniture,Chairs & Chairmats,Jumbo Drum,"Global High-Back Leather Tilter, Burgundy",8/20/2011,8/22/2011,0.07,122.99,8.61,114.38,70.2,5
89384,2085,Arlene Grimes,South,Arkansas,Russellville,72801,Small Business,Not Specified,Delivery Truck,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",10/19/2012,10/21/2012,0.07,200.98,14.07,186.91,23.76,16
89384,2085,Arlene Grimes,South,Arkansas,Russellville,72801,Small Business,Not Specified,Regular Air,Office Supplies,Paper,Small Box,Xerox 1881,10/19/2012,10/19/2012,0.01,12.28,0.12,12.16,6.47,5
88351,2087,Edna Schroeder,Central,Indiana,New Castle,47362,Corporate,High,Regular Air,Technology,Telephones and Communication,Small Pack,Accessory36,12/19/2011,12/19/2011,0.09,55.99,5.04,50.95,5,7
88353,2087,Edna Schroeder,Central,Indiana,New Castle,47362,Corporate,High,Regular Air,Office Supplies,Binders and Binder Accessories,Small Box,"GBC Laser Imprintable Binding System Covers, Desert Sand",5/22/2012,5/24/2012,0.07,14.27,1.00,13.27,7.27,18
